,phrase,label,sentiment,subjectivity,language,count
Inter Sports,Inter Sports,ORG,0.10000000000000002,0.0,en,1.0
Inter,Inter,ORG,0.0,0.0,en,1.0
Courmayeur,Courmayeur,ORG,0.0,0.0,en,1.0
the New York Times - Iran,the New York Times - Iran,ORG,-0.04090909090909091,0.0,en,1.0
Thodoris,Thodoris,ORG,0.13636363636363635,0.0,en,1.0
Paleo Faliro,Paleo Faliro,ORG,0.4,0.0,en,1.0
Val d'Isère,Val d'Isère,ORG,-0.1,0.0,en,1.0
Trafficker,Trafficker,ORG,0.0,0.0,en,1.0
the Supreme Court,the Supreme Court,ORG,0.025,0.0,en,1.0
Dust,Dust,ORG,-0.1,0.0,en,1.0
The National Meteorological Service,The National Meteorological Service,ORG,0.0,0.0,en,1.0
The Arta - Amfilochia,The Arta - Amfilochia,ORG,-0.1,0.0,en,1.0
Sougia Chania,Sougia Chania,ORG,0.0,0.0,en,1.0
the Hunting Service,the Hunting Service,ORG,0.0,0.0,en,1.0
the Community Council,the Community Council,ORG,0.0,0.0,en,1.0
the German Research Center for Geosciences (GFZ,the German Research Center for Geosciences (GFZ,ORG,-0.03333333333333333,0.0,en,1.0
Artas - Amfilochia - Epirus,Artas - Amfilochia - Epirus,ORG,0.04545454545454545,0.0,en,1.0
Katakolo - 10,Katakolo - 10,ORG,0.4000000000000001,0.0,en,1.0
Parikia,Parikia,ORG,-0.0625,0.0,en,1.0
the Euro-Mediterranean Institute,the Euro-Mediterranean Institute,ORG,0.0,0.0,en,1.0
Proinos Logos - The,Proinos Logos - The,ORG,0.0,0.0,en,1.0
the Police Communications Department,the Police Communications Department,ORG,0.0,0.0,en,1.0
Hellenic Train,Hellenic Train,ORG,0.0,0.0,en,1.0
Xiaomi,Xiaomi,ORG,0.0,0.0,en,1.0
Atmospheric Administration,Atmospheric Administration,ORG,0.06666666666666667,0.0,en,1.0
NOAA,NOAA,ORG,0.06666666666666667,0.0,en,1.0
iPhone,iPhone,ORG,0.13636363636363635,0.0,en,1.0
The American Service,The American Service,ORG,0.2333333333333333,0.0,en,1.0
Kallianos,Kallianos,ORG,-0.17999999999999994,0.0,en,1.0
the German Research Center,the German Research Center,ORG,-0.05,0.0,en,1.0
the Greek Final for Eurovision,the Greek Final for Eurovision,ORG,0.0,0.0,en,1.0
PPC,PPC,ORG,0.23393939393939397,0.0,en,1.0
Sierra Nevada,Sierra Nevada,ORG,0.1,0.0,en,1.0
Attica - What,Attica - What,ORG,-0.2888888888888888,0.0,en,1.0
the Revolutionary Guards,the Revolutionary Guards,ORG,0.033333333333333326,0.0,en,1.0
IDC,IDC,ORG,0.0,0.0,en,1.0
interior ministry,interior ministry,ORG,-0.2,0.0,en,1.0
Euro,Euro,ORG,-0.02,0.0,en,1.0
Stena Imperative,Stena Imperative,ORG,0.0,0.0,en,1.0
The American Embassy,The American Embassy,ORG,0.0,0.0,en,1.0
the Stock Exchange,the Stock Exchange,ORG,0.2287878787878788,0.0,en,1.0
AX,AX,ORG,-0.03333333333333333,0.0,en,1.0
Athens Stock Exchange,Athens Stock Exchange,ORG,-0.03333333333333333,0.0,en,1.0
EAC,EAC,ORG,0.0,0.0,en,1.0
The European Commission,The European Commission,ORG,0.0,0.0,en,1.0
the Abu Dhabi Media Office on Platform,the Abu Dhabi Media Office on Platform,ORG,-0.15,0.0,en,1.0
the Revolutionary Guard,the Revolutionary Guard,ORG,0.0,0.0,en,1.0
OLED,OLED,ORG,0.0,0.0,en,1.0
Parliament,Parliament,ORG,0.0,0.0,en,1.0
Fire Department,Fire Department,ORG,0.0,0.0,en,1.0
Troodos,Troodos,ORG,0.0,0.0,en,1.0
KitasWeather,KitasWeather,ORG,0.0,0.0,en,1.0
SETE,SETE,ORG,0.0,0.0,en,1.0
the Civil Defense,the Civil Defense,ORG,0.10238095238095238,0.0,en,1.0
Mandria - See Video,Mandria - See Video,ORG,0.0,0.0,en,1.0
the Community of Anogyras,the Community of Anogyras,ORG,0.0,0.0,en,1.0
Bahrain Petroleum Company,Bahrain Petroleum Company,ORG,0.12023809523809523,0.0,en,1.0
BAPCO,BAPCO,ORG,0.12023809523809523,0.0,en,1.0
Geology and Disaster Management,Geology and Disaster Management,ORG,0.0,0.0,en,1.0
macOS,macOS,ORG,0.16233766233766234,0.0,en,1.0
Apple,Apple,ORG,0.0,0.0,en,1.0
The German Research Center for Geosciences,The German Research Center for Geosciences,ORG,-0.05,0.0,en,1.0
New General Directorate of Financial Transactions Control Forces,New General Directorate of Financial Transactions Control Forces,ORG,0.02159090909090909,0.0,en,1.0
Thodoris Kolidas - Analytical,Thodoris Kolidas - Analytical,ORG,0.0,0.0,en,1.0
Proteos,Proteos,ORG,-0.14999999999999997,0.0,en,1.0
Subsidences,Subsidences,ORG,-0.1333333333333333,0.0,en,1.0
Myrina,Myrina,ORG,0.0,0.0,en,1.0
the Municipality of Limnos,the Municipality of Limnos,ORG,0.0,0.0,en,1.0
The Municipality of Limnos,The Municipality of Limnos,ORG,-0.275,0.0,en,1.0
Theodoriana Arta,Theodoriana Arta,ORG,-0.6999999999999998,0.0,en,1.0
The Coast Guard,The Coast Guard,ORG,0.0,0.0,en,1.0
Loris Karius,Loris Karius,ORG,0.05,0.0,en,1.0
Nicoski,Nicoski,ORG,0.0,0.0,en,1.0
Schalke,Schalke,ORG,0.375,0.0,en,1.0
AADE,AADE,ORG,0.02159090909090909,0.0,en,1.0
Sprint,Sprint,ORG,0.0,0.0,en,1.0
Hydra,Hydra,ORG,0.5,0.0,en,1.0
Instagram,Instagram,ORG,0.0,0.0,en,1.0
Bloomberg,Bloomberg,ORG,-0.15555555555555559,0.0,en,1.0
Sion Prosecutor's,Sion Prosecutor's,ORG,0.12727272727272726,0.0,en,1.0
Office Releases New Video,Office Releases New Video,ORG,0.12727272727272726,0.0,en,1.0
Daniel,Daniel,ORG,-0.23619047619047615,0.0,en,1.0
the Fire Department Fire,the Fire Department Fire,ORG,0.4,0.0,en,1.0
the British Maritime Safety Agency,the British Maritime Safety Agency,ORG,0.0,0.0,en,1.0
the German Center for Geosciences,the German Center for Geosciences,ORG,-0.05,0.0,en,1.0
S/S.,S/S.,ORG,-0.11805555555555554,0.0,en,1.0
Sahara,Sahara,ORG,-0.1,0.0,en,1.0
C#@^& ICE,C#@^& ICE,ORG,0.0,0.0,en,1.0
Konitsa,Konitsa,ORG,-0.1875,0.0,en,1.0
Erzincan,Erzincan,ORG,0.13636363636363635,0.0,en,1.0
Roma,Roma,ORG,0.0,0.0,en,1.0
the Office of Nikos Christodoulidis,the Office of Nikos Christodoulidis,ORG,0.21666666666666665,0.0,en,1.0
Val-d'Isère,Val-d'Isère,ORG,0.16,0.0,en,1.0
Ares-Beaufort,Ares-Beaufort,ORG,0.16,0.0,en,1.0
Prespes,Prespes,ORG,-0.3083333333333333,0.0,en,1.0
Parnitha,Parnitha,ORG,0.21666666666666665,0.0,en,1.0
| Ministry of Health,| Ministry of Health,ORG,0.3,0.0,en,1.0
OTA,OTA,ORG,0.13636363636363635,0.0,en,1.0
the Meteorology Department,the Meteorology Department,ORG,0.0,0.0,en,1.0
Elbrus,Elbrus,ORG,0.0666666666666667,0.0,en,1.0
Panathinaikos,Panathinaikos,ORG,0.03333333333333333,0.0,en,1.0
the Santorini Volcano Study and Monitoring Institute,the Santorini Volcano Study and Monitoring Institute,ORG,0.0,0.0,en,1.0
IMPIS,IMPIS,ORG,0.0,0.0,en,1.0
the US Space Weather Prediction Center,the US Space Weather Prediction Center,ORG,-0.1,0.0,en,1.0
Forest,Forest,ORG,0.0,0.0,en,1.0
SWPC,SWPC,ORG,-0.1,0.0,en,1.0
Northern Lights,Northern Lights,ORG,0.4361111111111111,0.0,en,1.0
The European Parliament,The European Parliament,ORG,0.0,0.0,en,1.0
the European Union,the European Union,ORG,0.0,0.0,en,1.0
the Port Department,the Port Department,ORG,-0.16666666666666669,0.0,en,1.0
Thodoris Kolydas,Thodoris Kolydas,ORG,-0.1333333333333333,0.0,en,1.0
International Trade Committee,International Trade Committee,ORG,0.1,0.0,en,1.0
INTA,INTA,ORG,0.1,0.0,en,1.0
Gavdos,Gavdos,ORG,0.07777777777777782,0.0,en,1.0
Konstantopoulou,Konstantopoulou,ORG,0.0,0.0,en,1.0
Lekanopedi,Lekanopedi,ORG,-0.3,0.0,en,1.0
Attica | Bad,Attica | Bad,ORG,-0.43333333333333324,0.0,en,1.0
Monodendri,Monodendri,ORG,0.25,0.0,en,1.0
The Supreme Court,The Supreme Court,ORG,0.0,0.0,en,1.0
the Supreme Cooperation Council,the Supreme Cooperation Council,ORG,0.0,0.0,en,1.0
Assos,Assos,ORG,0.1,0.0,en,1.0
Florina Bad,Florina Bad,ORG,-0.6999999999999998,0.0,en,1.0
TarkasGreece,TarkasGreece,ORG,-0.12777777777777777,0.0,en,1.0
Interior,Interior,ORG,-0.6999999999999998,0.0,en,1.0
Finikounda,Finikounda,ORG,0.0,0.0,en,1.0
Messinia -,Messinia -,ORG,0.0,0.0,en,1.0
Adel,Adel,ORG,-0.6999999999999998,0.0,en,1.0
the national disaster management agency,the national disaster management agency,ORG,0.5,0.0,en,1.0
the Colombian Geological Survey,the Colombian Geological Survey,ORG,0.21666666666666665,0.0,en,1.0
SGC,SGC,ORG,0.21666666666666665,0.0,en,1.0
eastern,eastern,ORG,-0.2499278499278499,0.0,en,1.0
Attica - Interministerial,Attica - Interministerial,ORG,-0.44999999999999996,0.0,en,1.0
The Statue of Liberty,The Statue of Liberty,ORG,-0.4,0.0,en,1.0
Volkswagen Commercial Vehicles,Volkswagen Commercial Vehicles,ORG,-0.1,0.0,en,1.0
Areios Pagos,Areios Pagos,ORG,0.4,0.0,en,1.0
the Ministry of Climate Crisis and Civil Protection,the Ministry of Climate Crisis and Civil Protection,ORG,0.0,0.0,en,1.0
EMAK,EMAK,ORG,0.0,0.0,en,1.0
Syntagma,Syntagma,ORG,0.13636363636363635,0.0,en,1.0
the Stavros Niarchos Foundation,the Stavros Niarchos Foundation,ORG,0.06818181818181818,0.0,en,1.0
SNF,SNF,ORG,0.06818181818181818,0.0,en,1.0
mercury,mercury,ORG,0.17424242424242423,0.0,en,1.0
national Seismological Service,national Seismological Service,ORG,0.3,0.0,en,1.0
the German Research,the German Research,ORG,0.0,0.0,en,1.0
the White House's,the White House's,ORG,0.0,0.0,en,1.0
the British Met Office,the British Met Office,ORG,0.0,0.0,en,1.0
JMA,JMA,ORG,0.0,0.0,en,1.0
The Seismological Service of the Philippines,The Seismological Service of the Philippines,ORG,0.04999999999999999,0.0,en,1.0
Spata - Traffic,Spata - Traffic,ORG,-0.6999999999999998,0.0,en,1.0
Ilisos,Ilisos,ORG,0.0,0.0,en,1.0
Authorities,Authorities,ORG,-0.6999999999999998,0.0,en,1.0
Agiokampos,Agiokampos,ORG,-0.3999999999999999,0.0,en,1.0
The European Parliament's,The European Parliament's,ORG,0.0,0.0,en,1.0
Beyond,Beyond,ORG,0.033333333333333326,0.0,en,1.0
the Director of Research,the Director of Research,ORG,0.033333333333333326,0.0,en,1.0
Congress,Congress,ORG,0.04545454545454545,0.0,en,1.0
The General Secretariat of Civil Protection,The General Secretariat of Civil Protection,ORG,-0.11011904761904757,0.0,en,1.0
Gap,Gap,ORG,-0.375,0.0,en,1.0
TikTok,TikTok,ORG,-0.6999999999999998,0.0,en,1.0
Parapolitika 90.1 (Audio,Parapolitika 90.1 (Audio,ORG,-0.1333333333333333,0.0,en,1.0
Civil Protection and Finance,Civil Protection and Finance,ORG,-0.24999999999999992,0.0,en,1.0
OLPA,OLPA,ORG,0.0,0.0,en,1.0
Sarapio,Sarapio,ORG,0.025000000000000022,0.0,en,1.0
Agiokampo - Complains,Agiokampo - Complains,ORG,-0.4666666666666666,0.0,en,1.0
Papigo,Papigo,ORG,-0.6999999999999998,0.0,en,1.0
Peristeri,Peristeri,ORG,-0.3083333333333333,0.0,en,1.0
epirusgate.gr,epirusgate.gr,ORG,0.0,0.0,en,1.0
Ionia Road,Ionia Road,ORG,0.0,0.0,en,1.0
Microsoft,Microsoft,ORG,-0.2818181818181818,0.0,en,1.0
Epstein,Epstein,ORG,-0.2818181818181818,0.0,en,1.0
the Coast Guard,the Coast Guard,ORG,0.0,0.0,en,1.0
the Hellenic Coast Guard,the Hellenic Coast Guard,ORG,0.0,0.0,en,1.0
Coast Guard,Coast Guard,ORG,-0.1,0.0,en,1.0
AFP,AFP,ORG,-0.2,0.0,en,1.0
Civil Protection and Fire Department,Civil Protection and Fire Department,ORG,-0.38611111111111107,0.0,en,1.0
Afionas - Settlements,Afionas - Settlements,ORG,-0.23333333333333328,0.0,en,1.0
the Directorate of Technical Works,the Directorate of Technical Works,ORG,-0.16666666666666666,0.0,en,1.0
the National Observatory of Athens,the National Observatory of Athens,ORG,-0.6999999999999998,0.0,en,1.0
Greenland,Greenland,ORG,-0.125,0.0,en,1.0
The Arson Crime Investigation Service of the Fire Brigade,The Arson Crime Investigation Service of the Fire Brigade,ORG,-0.1,0.0,en,1.0
the Special School,the Special School,ORG,0.35714285714285715,0.0,en,1.0
Violanda Factory,Violanda Factory,ORG,0.0,0.0,en,1.0
"Byronas, Chalandri","Byronas, Chalandri",ORG,-0.6999999999999998,0.0,en,1.0
Vari - Rushing,Vari - Rushing,ORG,-0.6999999999999998,0.0,en,1.0
Spyrou Loui - Vehicles,Spyrou Loui - Vehicles,ORG,-0.6999999999999998,0.0,en,1.0
the Meteorological Service,the Meteorological Service,ORG,-0.3499999999999999,0.0,en,1.0
Mercosur,Mercosur,ORG,0.2,0.0,en,1.0
the European Court of Justice,the European Court of Justice,ORG,0.0,0.0,en,1.0
Left,Left,ORG,0.0,0.0,en,1.0
Konia - Dead,Konia - Dead,ORG,-0.2,0.0,en,1.0
El,El,ORG,-0.3499999999999999,0.0,en,1.0
Risk Assessment Committee,Risk Assessment Committee,ORG,-0.6999999999999998,0.0,en,1.0
Vari,Vari,ORG,-0.6999999999999998,0.0,en,1.0
Varis-Voulas-Vouliagmenis,Varis-Voulas-Vouliagmenis,ORG,0.15,0.0,en,1.0
Live News,Live News,ORG,-0.18787878787878784,0.0,en,1.0
Observatory,Observatory,ORG,-0.3499999999999999,0.0,en,1.0
Climate Change,Climate Change,ORG,0.35714285714285715,0.0,en,1.0
the Fire Department - They,the Fire Department - They,ORG,-0.6999999999999998,0.0,en,1.0
the Fire Operations Center,the Fire Operations Center,ORG,-0.15833333333333333,0.0,en,1.0
Ambatzoglou,Ambatzoglou,ORG,-0.09999999999999992,0.0,en,1.0
ENP-Olympiakos,ENP-Olympiakos,ORG,0.0,0.0,en,1.0
ENP,ENP,ORG,0.0,0.0,en,1.0
The National Weather Service,The National Weather Service,ORG,-0.2666666666666666,0.0,en,1.0
OASP,OASP,ORG,0.26666666666666666,0.0,en,1.0
Athens Fire Department,Athens Fire Department,ORG,-0.1,0.0,en,1.0
Java,Java,ORG,-0.021428571428571436,0.0,en,1.0
Violand biscuit,Violand biscuit,ORG,-0.21666666666666667,0.0,en,1.0
the National Weather Service,the National Weather Service,ORG,0.3111111111111111,0.0,en,1.0
