,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Yilan,Yilan,GPE,0.25490196,0.43137255,en,1.70000000,4407796-8,1674199,P,24.75700000,121.75300000,ASIA,Taiwan,EAS
Senegal,Senegal,GPE,0.00000000,0.00000000,en,1.70000000,4054529-5,2245662,A,14.50000000,-14.25000000,AFRICA,Senegal,WAF
Newcastle - Sunderland,Newcastle - Sunderland,GPE,0.00000000,0.00000000,en,1.70000000,,10174789,S,54.92282000,-1.53392000,EUROPE,United Kingdom,NEU
Capri,Capri,GPE,0.05882353,0.23529412,en,1.70000000,4009452-2,3180630,P,40.55073000,14.24263000,EUROPE-AFRICA,Italy,MED
Tajikistan,Tajikistan,GPE,-0.05882353,0.05882353,en,1.70000000,1016800-X,1220409,A,39.00000000,71.00000000,ASIA,Tajikistan,WCA
Omodos,Omodos,GPE,0.00000000,0.00000000,en,1.70000000,4341114-9,10347021,A,34.85260000,32.80678000,EUROPE-AFRICA,Cyprus,MED
Emirates,Emirates,GPE,0.22549020,0.41666667,en,1.70000000,4062742-1,290557,A,23.75000000,54.50000000,ASIA,United Arab Emirates,ARP
Leptokaria,Leptokaria,GPE,0.08823529,0.38235294,en,1.70000000,,258483,P,39.82356000,20.91256000,EUROPE-AFRICA,Greece,MED
Krystallopigi,Krystallopigi,GPE,0.00000000,0.00000000,en,1.70000000,,258769,P,39.49306000,20.46272000,EUROPE-AFRICA,Greece,MED
Argolida,Argolida,GPE,-0.41176471,0.39215686,en,1.70000000,,264673,A,37.66667000,22.83333000,EUROPE-AFRICA,Greece,MED
Southern Peloponnese,Southern Peloponnese,LOC,-0.20588235,0.26960784,en,1.70000000,,255620,L,37.50000000,22.33333000,EUROPE-AFRICA,Greece,MED
Mesara,Mesara,GPE,-0.48529412,0.61274510,en,1.70000000,4313272-8,257153,H,35.04421000,24.67928000,EUROPE-AFRICA,Greece,MED
Sofia,Sofia,GPE,-0.23529412,0.35294118,en,1.70000000,4077502-1,727011,P,42.69751000,23.32415000,EUROPE-AFRICA,Bulgaria,MED
Fujairah,Fujairah,GPE,0.01838235,0.29411765,en,1.70000000,,292878,P,25.11641000,56.34141000,ASIA,United Arab Emirates,ARP
Arkesini,Arkesini,GPE,0.00000000,0.00000000,en,1.70000000,,264639,P,36.78673000,25.80300000,EUROPE-AFRICA,Greece,MED
Megalochori,Megalochori,GPE,0.00000000,0.19230769,en,1.30000000,,257406,P,39.55982000,21.84195000,EUROPE-AFRICA,Greece,MED
Lemnos,Lemnos,GPE,-0.53846154,0.51282051,en,1.30000000,4099662-1,258293,T,39.94235000,25.24330000,EUROPE-AFRICA,Greece,MED
Sri Lanka,Sri Lanka,GPE,0.00000000,0.20000000,en,1.00000000,4009696-8,1227603,A,7.75000000,80.75000000,INDIAN,Sri Lanka,BOB
Jebel Ali,Jebel Ali,GPE,0.10000000,0.40000000,en,1.00000000,5328451-3,11524601,P,25.00255000,55.10811000,ASIA,United Arab Emirates,ARP
Sumatra,Sumatra,GPE,0.00000000,0.20000000,en,1.00000000,4058586-4,1626198,T,0.00000000,102.00000000,ASIA,Indonesia,SEA
Astypalaia,Astypalaia,GPE,0.00000000,0.00000000,en,1.00000000,4372163-1,264407,T,36.57580000,26.36221000,EUROPE-AFRICA,Greece,MED
Argolis,Argolis,GPE,-0.70000000,0.66666667,en,1.00000000,4002893-8,264673,A,37.66667000,22.83333000,EUROPE-AFRICA,Greece,MED
the United Kingdom,the United Kingdom,GPE,0.00000000,0.30000000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Germany,Germany,GPE,0.00000000,0.30000000,en,1.00000000,4011882-4,2921044,A,51.50000000,10.50000000,EUROPE,Germany,WCE
Thailand,Thailand,GPE,0.00000000,0.20000000,en,1.00000000,4078228-1,1605651,A,15.50000000,101.00000000,ASIA,Thailand,SEA
Xiangyang City,Xiangyang City,GPE,-0.40000000,1.00000000,en,1.00000000,,13108504,A,43.85031000,126.54875000,ASIA,China,EAS
Oman,Oman,GPE,0.03333333,0.21666667,en,1.00000000,4075653-1,286963,A,21.00000000,57.00000000,ASIA,Oman,ARP
the Middle East - Locks,the Middle East - Locks,LOC,0.00000000,0.00000000,en,1.00000000,,4845928,S,41.92815000,-72.63176000,NORTH-AMERICA,United States,ENA
Theodoros Atmatzidis*For,Theodoros Atmatzidis*For,GPE,0.00000000,0.30000000,en,1.00000000,,0,,,,,,
Courmayeur,Courmayeur,GPE,0.21481481,0.76296296,en,1.00000000,4494735-5,3177872,P,45.79659000,6.96893000,EUROPE,Italy,WCE
Kurdistan,Kurdistan,GPE,0.18750000,0.33333333,en,1.00000000,4033793-5,126585,L,37.00000000,44.00000000,ASIA,Iraq,WCA
Sierra Nevada,Sierra Nevada,GPE,0.14818182,0.49727273,en,1.00000000,,5395648,T,36.57855000,-118.29342000,NORTH-AMERICA,United States,WNA
the stormy sea,the stormy sea,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
West,West,LOC,0.00000000,0.30000000,en,1.00000000,,11887751,L,42.77268000,-116.95790000,NORTH-AMERICA,United States,WNA
Ionian Islands,Ionian Islands,GPE,0.00000000,0.00000000,en,1.00000000,5082488-0,6697805,A,37.79299000,20.78305000,EUROPE-AFRICA,Greece,MED
Hubei Province,Hubei Province,GPE,-0.40000000,1.00000000,en,1.00000000,4122666-5,1791247,P,30.58333000,114.26667000,ASIA,China,EAS
Eastern Macedonia - Thrace,Eastern Macedonia - Thrace,LOC,0.10000000,0.35000000,en,1.00000000,,6697803,A,40.94671000,25.33447000,EUROPE-AFRICA,Greece,MED
Kalamaria,Kalamaria,GPE,-0.05000000,0.15000000,en,1.00000000,4440781-6,736083,P,40.58250000,22.95028000,EUROPE-AFRICA,Greece,MED
East Aceh,East Aceh,GPE,0.00000000,0.00000000,en,1.00000000,,1215631,A,4.61667000,97.71667000,ASIA,Indonesia,SEA
Northeastern US,Northeastern US,LOC,0.17500000,0.75000000,en,1.00000000,,12217906,L,41.30225000,-76.02801000,NORTH-AMERICA,United States,ENA
Indi,Indi,GPE,0.00000000,0.00000000,en,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
Kodra,Kodra,GPE,0.00000000,0.00000000,en,1.00000000,,785115,T,41.79000000,21.02306000,EUROPE-AFRICA,North Macedonia,MED
Long Island,Long Island,GPE,0.18068182,0.45227273,en,1.00000000,,3572005,A,23.21667000,-75.11167000,CENTRAL-AMERICA,Bahamas,CAR
New York City,New York City,GPE,-0.28787879,0.48484848,en,1.00000000,4042011-5,5128581,P,40.71427000,-74.00597000,NORTH-AMERICA,United States,ENA
Hydra -,Hydra -,GPE,-0.30000000,0.55000000,en,1.00000000,,261821,T,37.32453000,23.44002000,EUROPE-AFRICA,Greece,MED
Montana,Montana,GPE,0.12727273,0.43674242,en,1.00000000,4262460-5,729114,P,43.41285000,23.22174000,EUROPE-AFRICA,Bulgaria,MED
Daniel,Daniel,GPE,-0.38333333,0.52777778,en,1.00000000,,3941507,A,-10.50000000,-76.47448000,SOUTH-AMERICA,Peru,NWS
Delaware,Delaware,GPE,0.04318182,0.61893939,en,1.00000000,4085407-3,4142224,A,39.00039000,-75.49992000,NORTH-AMERICA,United States,ENA
Palisades Tahoe,Palisades Tahoe,GPE,-1.00000000,1.00000000,en,1.00000000,,5398442,T,39.21157000,-120.19853000,NORTH-AMERICA,United States,WNA
Sivota,Sivota,GPE,0.00000000,0.00000000,en,1.00000000,1164477129,257521,T,39.40333000,20.21528000,EUROPE-AFRICA,Greece,MED
Lake Tahoe,Lake Tahoe,LOC,0.00000000,0.06666667,en,1.00000000,4366043-5,5397664,P,38.93324000,-119.98435000,NORTH-AMERICA,United States,WNA
Colombia,Colombia,GPE,0.00000000,0.00000000,en,1.00000000,4031812-6,3686110,A,4.00000000,-73.25000000,SOUTH-AMERICA,Colombia,NWS
Paleo Faliro,Paleo Faliro,LOC,-0.16250000,0.43750000,en,1.00000000,1378275535,256075,P,37.92812000,23.70105000,EUROPE-AFRICA,Greece,MED
Geneva,Geneva,GPE,0.00000000,1.00000000,en,1.00000000,4020137-5,2660646,P,46.20222000,6.14569000,EUROPE,Switzerland,WCE
Kabul,Kabul,GPE,-0.05000000,0.05000000,en,1.00000000,4029127-3,1138958,P,34.52813000,69.17233000,ASIA,Afghanistan,WCA
Agrafon,Agrafon,GPE,0.03904762,0.45142857,en,1.00000000,,8133730,A,39.07492000,21.57975000,EUROPE-AFRICA,Greece,MED
Dynamic Island,Dynamic Island,LOC,0.00000000,0.16666667,en,1.00000000,,0,,,,,,
Purace,Purace,GPE,0.00000000,0.00000000,en,1.00000000,,3671223,A,2.33851000,-76.38759000,SOUTH-AMERICA,Colombia,NWS
Iceland,Iceland,GPE,0.00000000,0.00000000,en,1.00000000,4027754-9,2629691,A,65.00000000,-18.00000000,POLAR,Iceland,GIC
Burj,Burj,GPE,0.00000000,0.00000000,en,1.00000000,,6949499,S,25.19720000,55.27420000,ASIA,United Arab Emirates,ARP
Asia,Asia,LOC,0.03333333,0.31666667,en,1.00000000,,0,,,,,,
Borneo,Borneo,GPE,0.00000000,0.00000000,en,1.00000000,4007777-9,1648148,T,1.00000000,114.00000000,ASIA,Indonesia,SEA
Netherlands,Netherlands,GPE,-0.30277778,0.63888889,en,1.00000000,4042203-3,2750405,A,52.25000000,5.75000000,EUROPE,The Netherlands,NEU
Mediterranean,Mediterranean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Stormy,Stormy,LOC,-0.03333333,0.85555556,en,1.00000000,,6157687,H,49.39447000,-92.34669000,NORTH-AMERICA,Canada,CNA
Kanye West,Kanye West,GPE,0.09375000,0.36458333,en,1.00000000,,0,,,,,,
the Zacharo community,the Zacharo community,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Western Peloponnese,the Western Peloponnese,LOC,0.00000000,0.00000000,en,1.00000000,,11809186,S,37.64106000,21.62530000,EUROPE-AFRICA,Greece,MED
Pacific,Pacific,LOC,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
the Shetland Islands,the Shetland Islands,LOC,0.43333333,0.73333333,en,1.00000000,,6625769,T,-62.00000000,-58.00000000,POLAR,Antarctica,WAN
Zakharo,Zakharo,GPE,0.10000000,0.40000000,en,1.00000000,,251283,P,37.48333000,21.65000000,EUROPE-AFRICA,Greece,MED
Dept,Dept,GPE,0.15656566,0.52929293,en,1.00000000,,11380723,S,35.57683000,-97.55470000,NORTH-AMERICA,United States,CNA
west coasts,west coasts,LOC,0.16666667,0.56666667,en,1.00000000,,0,,,,,,
Morocco,Morocco,GPE,0.00000000,0.00000000,en,1.00000000,4037680-1,2542007,A,28.50000000,-10.00000000,AFRICA,Morocco,SAH
the Copa Africa,the Copa Africa,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Klisto,Klisto,GPE,0.00000000,0.00000000,en,1.00000000,,259645,P,39.08847000,21.82558000,EUROPE-AFRICA,Greece,MED
Ionian,Ionian,GPE,0.00000000,0.43333333,en,1.00000000,,6697805,A,37.79299000,20.78305000,EUROPE-AFRICA,Greece,MED
Guantanamo,Guantanamo,LOC,0.00000000,0.00000000,en,1.00000000,,3557689,P,20.14444000,-75.20917000,CENTRAL-AMERICA,Cuba,CAR
Sougia,Sougia,GPE,0.00000000,0.00000000,en,1.00000000,,253409,P,35.24944000,23.81018000,EUROPE-AFRICA,Greece,MED
Igoumenitsa,Igoumenitsa,LOC,-0.28125000,0.41041667,en,1.00000000,,261807,P,39.50342000,20.26728000,EUROPE-AFRICA,Greece,MED
Teide,Teide,LOC,-0.20000000,0.50000000,en,1.00000000,4119544-9,2510569,T,28.27273000,-16.64264000,AFRICA,Spain,SAH
Oahu,Oahu,GPE,0.17777778,0.35555556,en,1.00000000,4434640-2,4034107,T,-17.73333000,-149.53333000,PACIFIC,French Polynesia,SPO
Santiago,Santiago,GPE,0.21666667,0.36666667,en,1.00000000,4122723-2,3871336,P,-33.45694000,-70.64827000,SOUTH-AMERICA,Chile,SWS
North Shore,North Shore,LOC,0.17777778,0.35555556,en,1.00000000,16338458-7,5108169,P,40.72510000,-73.24539000,NORTH-AMERICA,United States,ENA
greece,greece,GPE,0.00000000,0.00000000,en,1.00000000,4022047-3,390903,A,39.00000000,22.00000000,EUROPE-AFRICA,Greece,MED
Villerban,Villerban,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
A.T.,A.T.,GPE,-0.27000000,0.43000000,en,1.00000000,4198006-2,1792947,P,39.14222000,117.17667000,ASIA,China,EAS
North Kelevi,North Kelevi,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Manado,Manado,GPE,0.00000000,0.00000000,en,1.00000000,4524711-0,1636544,P,1.48218000,124.84892000,ASIA,Indonesia,SEA
the Moluccas Sea,the Moluccas Sea,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kythira,Kythira,GPE,-0.40000000,0.60000000,en,1.00000000,4073462-6,259709,T,36.24072000,22.99337000,EUROPE-AFRICA,Greece,MED
Mars,Mars,LOC,0.22500000,0.60000000,en,1.00000000,,6621751,T,-76.66667000,161.95000000,POLAR,Antarctica,EAN
Pezeskian,Pezeskian,GPE,0.43333333,0.55555556,en,1.00000000,,0,,,,,,
Panathinaikos - Olympiacos,Panathinaikos - Olympiacos,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Occupied Territories:,the Occupied Territories:,LOC,0.00000000,0.05000000,en,1.00000000,,4043397,S,13.26594000,144.66838000,PACIFIC,Guam,NPO
Shark Bay,Shark Bay,LOC,0.00000000,0.00000000,en,1.00000000,4639597-0,12097302,L,-24.86639000,112.78010000,OCEANIA,Australia,CAU
Mauritania,Mauritania,GPE,0.00000000,0.00000000,en,1.00000000,4038051-8,2378080,A,20.25000000,-10.50000000,AFRICA,Mauritania,SAH
Orlando,Orlando,GPE,-0.70000000,0.70000000,en,1.00000000,4119965-0,4167147,P,28.53834000,-81.37924000,NORTH-AMERICA,United States,ENA
Doncic,Doncic,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Pyrgos Ilias,Pyrgos Ilias,GPE,0.00000000,0.00000000,en,1.00000000,4103464-8,255229,P,37.67513000,21.44102000,EUROPE-AFRICA,Greece,MED
​​the Municipality of Aegialia,​​the Municipality of Aegialia,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Aceh province,Aceh province,GPE,0.56333333,0.95333333,en,1.00000000,,1215502,P,5.54167000,95.33333000,ASIA,Indonesia,SEA
Vonica,Vonica,GPE,-0.41250000,0.52083333,en,1.00000000,,0,,,,,,
the Denizli province,the Denizli province,GPE,0.43333333,0.73333333,en,1.00000000,,12035657,L,37.83305000,29.10410000,EUROPE-AFRICA,Turkey,MED
Sitia,Sitia,GPE,0.00000000,0.00000000,en,1.00000000,4340765-1,7668316,S,35.21610000,26.10130000,EUROPE-AFRICA,Greece,MED
Egnatia,Egnatia,GPE,0.00000000,0.00000000,en,1.00000000,4021385-7,3177430,S,40.88776000,17.39067000,EUROPE-AFRICA,Italy,MED
Western Indonesia,Western Indonesia,LOC,-0.10000000,0.20000000,en,1.00000000,,6301201,S,-7.98835000,131.30529000,ASIA,Indonesia,SEA
Central,Central,LOC,-0.17500000,0.22916667,en,1.00000000,,0,,,,,,
Syros,Syros,GPE,0.00000000,0.00000000,en,1.00000000,4077464-8,253775,T,37.44145000,24.91922000,EUROPE-AFRICA,Greece,MED
​​the land zone,​​the land zone,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the United Arab…,the United Arab…,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Megistis,Megistis,GPE,0.00000000,0.00000000,en,1.00000000,,253107,T,36.11408000,29.63583000,EUROPE-AFRICA,Greece,MED
Kastellorizos,Kastellorizos,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Tower of Chios,the Tower of Chios,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Rubaya,Rubaya,GPE,-0.30000000,0.40000000,en,1.00000000,,11400191,A,-2.70724000,29.99789000,AFRICA,Burundi,SEAF
the Strait of Hormuz,the Strait of Hormuz,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Pyla,Pyla,GPE,0.00000000,0.33333333,en,1.00000000,,0,,,,,,
Middle East,Middle East,LOC,-0.21666667,0.30000000,en,1.00000000,,0,,,,,,
Neochorio Karditsa Earthquake,Neochorio Karditsa Earthquake,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Perivola,Perivola,GPE,0.00000000,0.00000000,en,1.00000000,,255514,P,38.21114000,21.77053000,EUROPE-AFRICA,Greece,MED
Plataria,Plataria,GPE,-0.28125000,0.41041667,en,1.00000000,,255013,P,39.45044000,20.27781000,EUROPE-AFRICA,Greece,MED
Perivola Patras,Perivola Patras,GPE,0.00000000,0.00000000,en,1.00000000,,255514,P,38.21114000,21.77053000,EUROPE-AFRICA,Greece,MED
Tokat,Tokat,GPE,0.00000000,0.00000000,en,1.00000000,4273162-8,738743,P,40.31389000,36.55444000,EUROPE-AFRICA,Turkey,MED
Rome,Rome,GPE,-0.46666667,0.49206349,en,1.00000000,4050471-2,3169070,P,41.89193000,12.51133000,EUROPE-AFRICA,Italy,MED
Grammos,Grammos,GPE,-0.12500000,0.37500000,en,1.00000000,4355151-8,783061,T,40.34798000,20.77944000,EUROPE-AFRICA,Greece,MED
onalert.gr,onalert.gr,GPE,0.13333333,0.32222222,en,1.00000000,,0,,,,,,
Argos,Argos,GPE,-0.05000000,0.20000000,en,1.00000000,4079822-7,264670,P,37.63333000,22.73333000,EUROPE-AFRICA,Greece,MED
Bigfoot,Bigfoot,GPE,0.13636364,0.45454545,en,1.00000000,,8211770,H,-41.85000000,146.24000000,OCEANIA,Australia,SAU
Mandra,Mandra,GPE,0.00000000,0.00000000,en,1.00000000,4037302-2,257811,P,38.06667000,23.50000000,EUROPE-AFRICA,Greece,MED
Strait of Hormuz,Strait of Hormuz,LOC,0.00000000,0.00000000,en,1.00000000,,287878,H,26.56667000,56.25000000,ASIA,Oman,WCA
Souli,Souli,GPE,0.15416667,0.55416667,en,1.00000000,,253437,P,39.35825000,20.64272000,EUROPE-AFRICA,Greece,MED
Ioannita,Ioannita,GPE,0.15416667,0.55416667,en,1.00000000,,0,,,,,,
Ioannito,Ioannito,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Municipality of Souli,the Municipality of Souli,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Abu Dhabi - Fire,Abu Dhabi - Fire,GPE,-0.30000000,0.40000000,en,1.00000000,,0,,,,,,
west coast,west coast,LOC,0.10000000,0.40000000,en,1.00000000,,12492673,L,39.28000000,-155.26000000,PACIFIC,United States,NPO
Sepolia,Sepolia,GPE,-0.05000000,0.00000000,en,1.00000000,,8740139,P,38.00425000,23.71824000,EUROPE-AFRICA,Greece,MED
Aitoloakarnania - Roads,Aitoloakarnania - Roads,LOC,-0.35000000,0.33333333,en,1.00000000,,0,,,,,,
Techblog,Techblog,GPE,0.25568182,0.60227273,en,1.00000000,,0,,,,,,
Mazarak,Mazarak,GPE,0.00000000,0.00000000,en,1.00000000,,1425519,T,35.46514000,65.32091000,ASIA,Afghanistan,WCA
Varkiza,Varkiza,GPE,-0.10000000,0.10000000,en,1.00000000,4400542-8,252255,P,37.81860000,23.79870000,EUROPE-AFRICA,Greece,MED
New Marousakis,New Marousakis,GPE,0.03434343,0.45909091,en,1.00000000,,0,,,,,,
meteo,meteo,GPE,-0.70000000,0.66666667,en,1.00000000,,10858768,P,-4.35998000,15.23905000,AFRICA,Democratic Republic of the Congo,CAF
Eastern Attica,Eastern Attica,LOC,-0.70000000,0.66666667,en,1.00000000,,8552039,R,14.61249000,121.11293000,ASIA,Philippines,SEA
North Island ',North Island ',GPE,-0.08787879,0.30151515,en,1.00000000,,3575292,P,17.32590000,-62.81055000,CENTRAL-AMERICA,St Kitts and Nevis,CAR
Taipei,Taipei,GPE,0.00000000,0.00000000,en,1.00000000,4078134-3,1668341,P,25.05306000,121.52639000,ASIA,Taiwan,EAS
Zakaki,Zakaki,GPE,-0.20000000,0.40000000,en,1.00000000,,145951,P,34.65864000,33.00260000,EUROPE-AFRICA,Cyprus,MED
Engomi,Engomi,GPE,-0.20000000,0.40000000,en,1.00000000,1202351123,146638,P,35.16272000,33.88322000,EUROPE-AFRICA,Cyprus,MED
the North Island,the North Island,LOC,-0.10000000,0.10000000,en,1.00000000,4229389-3,4796512,P,17.72751000,-64.74698000,CENTRAL-AMERICA,U.S. Virgin Islands,CAR
Maori,Maori,GPE,-0.10000000,0.10000000,en,1.00000000,,2187375,H,-43.56667000,171.16667000,OCEANIA,New Zealand,NZ
Central Greece,Central Greece,LOC,0.00000000,0.25000000,en,1.00000000,,6697800,A,38.35243000,23.13995000,EUROPE-AFRICA,Greece,MED
Northern Aegean,Northern Aegean,LOC,-0.34090909,0.48333333,en,1.00000000,,5882448,H,50.82143000,-94.75741000,NORTH-AMERICA,Canada,NEN
Poseidon,Poseidon,LOC,-0.26250000,0.29166667,en,1.00000000,,6628909,H,-77.45000000,162.18333000,POLAR,Antarctica,EAN
Spyr,Spyr,GPE,-0.27301587,0.58730159,en,1.00000000,4056179-3,2830582,P,49.32083000,8.43111000,EUROPE,Germany,WCE
Byronas,Byronas,GPE,-0.10000000,0.10000000,en,1.00000000,,0,,,,,,
Ancas province,Ancas province,GPE,-0.15000000,0.23333333,en,1.00000000,,3947850,P,-13.87618000,-74.89241000,SOUTH-AMERICA,Peru,NWS
Papagou,Papagou,GPE,0.20800000,0.70200000,en,1.00000000,,256342,P,37.98642000,23.79347000,EUROPE-AFRICA,Greece,MED
Zaragoza,Zaragoza,GPE,-0.30833333,0.38055556,en,1.00000000,4079463-5,3104324,P,41.65606000,-0.87734000,EUROPE-AFRICA,Spain,MED
Basin,Basin,LOC,-0.70000000,0.66666667,en,1.00000000,,0,,,,,,
Hymettos,Hymettos,GPE,-0.28958333,0.62500000,en,1.00000000,4095858-9,261786,T,37.93508000,23.80974000,EUROPE-AFRICA,Greece,MED
Vari,Vari,GPE,0.00000000,0.00000000,en,1.00000000,4029705-6,3073803,P,50.23271000,12.87117000,EUROPE,Czechia,WCE
Rafina,Rafina,GPE,-0.70000000,0.66666667,en,1.00000000,,254425,P,38.01812000,24.00599000,EUROPE-AFRICA,Greece,MED
Ireland,Ireland,GPE,0.00000000,0.00000000,en,1.00000000,4027667-3,2963597,A,53.00000000,-8.00000000,EUROPE,Ireland,NEU
Melbourne,Melbourne,GPE,0.00000000,0.00000000,en,1.00000000,4038526-7,2158177,P,-37.81400000,144.96332000,OCEANIA,Australia,SAU
the Eastern Aegean,the Eastern Aegean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kilkis,Kilkis,GPE,-0.16250000,0.43750000,en,1.00000000,4241224-9,735736,P,40.99302000,22.87433000,EUROPE-AFRICA,Greece,MED
Connecticut,Connecticut,GPE,0.11818182,0.42727273,en,1.00000000,4010487-4,4831725,A,41.66704000,-72.66648000,NORTH-AMERICA,United States,ENA
Petreza,Petreza,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Trikala,Trikala,GPE,0.16666667,0.56666667,en,1.00000000,4343018-1,252664,P,39.55493000,21.76837000,EUROPE-AFRICA,Greece,MED
Texas,Texas,GPE,0.30000000,0.45000000,en,1.00000000,4059594-8,12217092,L,28.92040000,-98.57720000,CENTRAL-AMERICA,United States,NCA
Budapest,Budapest,GPE,0.30000000,0.46666667,en,1.00000000,4008684-7,3054643,P,47.49835000,19.04045000,EUROPE,Hungary,WCE
U.S.,U.S.,GPE,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
The United States,The United States,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Greenland,Greenland,GPE,-0.10000000,0.38888889,en,1.00000000,4022113-1,3425505,A,72.00000000,-40.00000000,POLAR,Greenland,GIC
North Island,North Island,LOC,-0.06590909,0.27613636,en,1.00000000,,3575292,P,17.32590000,-62.81055000,CENTRAL-AMERICA,St Kitts and Nevis,CAR
Midwest,Midwest,LOC,0.80000000,0.75000000,en,1.00000000,4074909-5,12212748,L,43.61327000,-88.28917000,NORTH-AMERICA,United States,ENA
Lake Mornou,Lake Mornou,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Mount Maunganui,Mount Maunganui,LOC,-0.08181818,0.42727273,en,1.00000000,,2186442,A,-37.61667000,176.18333000,OCEANIA,New Zealand,NZ
the Municipality of Peristeri,the Municipality of Peristeri,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Peristeri,Peristeri,GPE,-0.10000000,0.10000000,en,1.00000000,7667663-8,255524,P,38.01539000,23.69187000,EUROPE-AFRICA,Greece,MED
Lima,Lima,GPE,-0.15000000,0.23333333,en,1.00000000,4035742-9,3936456,P,-12.04318000,-77.02824000,SOUTH-AMERICA,Peru,NWS
Indo,Indo,GPE,-0.20937500,0.42500000,en,1.00000000,4026722-2,1269750,A,22.00000000,79.00000000,ASIA,India,SAS
the Nevrokopi Fort,the Nevrokopi Fort,LOC,-0.70000000,0.66666667,en,1.00000000,,0,,,,,,
Tsatraphyllias,Tsatraphyllias,GPE,-0.37777778,0.64444444,en,1.00000000,,0,,,,,,
Alexandroupoli,Alexandroupoli,GPE,0.05000000,0.81666667,en,1.00000000,4235399-3,6299483,S,40.85587000,25.95626000,EUROPE-AFRICA,Greece,MED
Hungary,Hungary,GPE,0.15333333,0.58666667,en,1.00000000,4078541-5,719819,A,47.00000000,20.00000000,EUROPE,Hungary,WCE
Kifissia,Kifissia,GPE,0.00000000,0.00000000,en,1.00000000,4233348-9,259824,P,38.07438000,23.81106000,EUROPE-AFRICA,Greece,MED
Amyntaio,Amyntaio,GPE,-0.30833333,0.38055556,en,1.00000000,1326609181,736882,P,40.68967000,21.67974000,EUROPE-AFRICA,Greece,MED
UK,UK,GPE,0.00000000,0.00000000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
​​Ilia,​​Ilia,GPE,-0.50000000,0.75000000,en,1.00000000,,0,,,,,,
Nagano,Nagano,GPE,-0.12500000,1.00000000,en,1.00000000,4310172-0,1856215,P,36.65000000,138.18333000,ASIA,Japan,EAS
Limnos,Limnos,GPE,0.00000000,0.00000000,en,1.00000000,4099662-1,258293,T,39.94235000,25.24330000,EUROPE-AFRICA,Greece,MED
Newport,Newport,GPE,-0.05000000,0.36666667,en,1.00000000,4243472-5,5223593,P,41.49010000,-71.31283000,NORTH-AMERICA,United States,ENA
Kalpaki,Kalpaki,GPE,0.00000000,0.62500000,en,1.00000000,,261298,P,39.88778000,20.62389000,EUROPE-AFRICA,Greece,MED
Victoria,Victoria,GPE,0.00000000,0.00000000,en,1.00000000,,241131,P,-4.62001000,55.45501000,INDIAN,Seychelles,EIO
Rhode Island,Rhode Island,GPE,-0.05000000,0.36666667,en,1.00000000,4049848-7,5224323,A,41.75038000,-71.49978000,NORTH-AMERICA,United States,ENA
Shimane,Shimane,GPE,0.00000000,0.00000000,en,1.00000000,4389008-8,1857550,P,35.48333000,133.05000000,ASIA,Japan,EAS
Balkans,Balkans,LOC,-0.30277778,0.63888889,en,1.00000000,,0,,,,,,
Engelberg,Engelberg,GPE,0.00000000,0.50000000,en,1.00000000,4014751-4,2660902,P,46.82107000,8.40133000,EUROPE,Switzerland,WCE
Valais,Valais,GPE,-0.12500000,1.00000000,en,1.00000000,4064466-2,2658205,A,46.22925000,7.45972000,EUROPE,Switzerland,WCE
